;id;clustering;eval_method;optimization;optuna_trials;normalization;scaler;dim_red;reduction_params;dimensions;embeddings;n_clusters;best_params;centers;labels;label_counter;noise_not_noise;score_noise_ratio;penalty;penalty_range;score_w_penalty;score_w/o_penalty
0;54;agglomerative;silhouette;optuna;100;True;standard;pca;{'n_components': 2};2;"             0         1
0    -0.190449 -2.791702
1     0.529137 -1.747940
2     0.451614 -1.445329
3     0.850853 -1.498084
4     0.574965 -1.351917
...        ...       ...
5061  4.960947 -0.119324
5062 -2.931332 -2.310312
5063 -0.974372 -3.659015
5064 -0.481884 -2.713240
5065 -1.643754 -3.651091

[5066 rows x 2 columns]";200;{'n_clusters': 200, 'linkage': 'ward', 'metric': 'euclidean'};"[[ -6.9427853    8.749131  ]
 [ -4.1520267   -3.8745136 ]
 [ -6.5527196   -9.452761  ]
 [  4.4002004   -1.004095  ]
 [ -5.555153    -3.5121117 ]
 [  7.7490425    1.7034382 ]
 [ -1.2106475    2.0798502 ]
 [-11.453294     5.6937776 ]
 [ -1.4178382   -5.7859325 ]
 [  8.933576     1.4990233 ]
 [ -2.9501371    7.775713  ]
 [-12.667913    12.680384  ]
 [  1.2963876   -2.8548086 ]
 [ 11.8129835    1.3095503 ]
 [ -3.3580737    0.68352985]
 [ -4.694363    -7.4369783 ]
 [ -8.411696    19.664572  ]
 [ -7.165999    15.538625  ]
 [ -5.6748075   -4.996214  ]
 [ -8.401772    -7.677986  ]
 [ -5.703218    -6.493004  ]
 [-12.422052    14.306105  ]
 [  1.7983998   -2.2686253 ]
 [ 15.550716     4.7101593 ]
 [ -2.2013087   -1.3428597 ]
 [ -8.662088    -0.98830444]
 [-10.31343     -8.702461  ]
 [ -6.6438622   -2.7580874 ]
 [  1.167263    -1.4845028 ]
 [ -5.383374    -1.4524634 ]
 [ 14.96768      5.3545403 ]
 [  0.5249969   -1.0821383 ]
 [-11.032526    -6.760766  ]
 [ -2.9922967   -4.688553  ]
 [-10.396326    12.713373  ]
 [  2.455798    -0.7084779 ]
 [  6.0421104    0.6597251 ]
 [ -2.1500683    0.62860554]
 [  1.0175375   -0.48914534]
 [ 10.575041     0.2600323 ]
 [  0.4820832   -3.2635286 ]
 [  0.09504922  -2.1278064 ]
 [ 11.086481     3.0336726 ]
 [ -2.0528965   -3.840921  ]
 [ -3.6187658   -1.1322203 ]
 [ -2.6881275   -7.1383305 ]
 [ 14.227908     3.0452216 ]
 [  1.8051391    0.2963702 ]
 [  7.940674    -0.2877914 ]
 [-11.275987     0.8339009 ]
 [  3.3504107   -1.1181974 ]
 [  9.2625475   -0.28884482]
 [ -2.4133017   -0.25641397]
 [ -4.82093     12.435846  ]
 [  3.0933576    0.04239029]
 [ -4.5931225    0.82235223]
 [  7.049693     0.26063555]
 [ -6.903629    -3.9381862 ]
 [ 14.433988     4.5567737 ]
 [ -3.7430983   -6.5847125 ]
 [  4.133235    -2.046664  ]
 [-11.093177    -1.8930238 ]
 [ -0.14910057  -0.18218239]
 [ 11.960645     3.6500673 ]
 [ -8.149934    18.07836   ]
 [ -6.754374     1.6696523 ]
 [-12.486554    10.714156  ]
 [ 10.822803     1.3396865 ]
 [  5.6890883   -0.4941826 ]
 [  4.158199    -0.25945336]
 [ -8.537814    -8.677188  ]
 [  9.655815     2.6435692 ]
 [ -0.29654816  -1.6251247 ]
 [  5.699438    -1.3346491 ]
 [  9.868713     1.6820084 ]
 [ -4.231129    -5.475063  ]
 [ -0.5263177   -2.3725128 ]
 [  6.721252    -0.58880913]
 [ -4.2750974   -2.562536  ]
 [ -6.1901717    0.26302826]
 [ -2.3502326   -2.8327217 ]
 [  4.705784     1.1305445 ]
 [  0.46316832  -1.5834397 ]
 [ -4.661221    -8.644662  ]
 [  0.9867404   -3.9077878 ]
 [-10.936808    15.606695  ]
 [ 13.667034     4.1115727 ]
 [ -4.5620503    2.4941263 ]
 [  0.9300102   -2.1617777 ]
 [ -0.11597555  -4.0249543 ]
 [ -0.8733035   -2.8177657 ]
 [ -1.0618206   -4.353387  ]
 [  8.536745     2.5483356 ]
 [-10.847914    10.004851  ]
 [ -8.924739    14.2300415 ]
 [ -5.9688187   13.751287  ]
 [-10.995213    17.949627  ]
 [  3.019406    -2.1541266 ]
 [ -8.460899    -4.715481  ]
 [ -9.129573     7.0853047 ]
 [ -0.9236667   -1.3418169 ]
 [ -9.217516   -10.171687  ]
 [ -8.379073     4.006283  ]
 [ -1.3148645   -0.66927904]
 [  2.5149894   -3.0417006 ]
 [-10.819308    19.319784  ]
 [ -7.4627867   13.24216   ]
 [  8.505983     0.66965675]
 [  1.7103361   -0.97965294]
 [ -5.880101     6.241552  ]
 [-12.3404875   -3.2702394 ]
 [ -2.887988    -5.829087  ]
 [-12.0719385   -5.383684  ]
 [ 12.502806     2.8294902 ]
 [  6.730588     1.4169542 ]
 [  5.2770543    0.3011486 ]
 [ -9.532354    17.99838   ]
 [-11.303863    16.819363  ]
 [ -5.947147    -8.103168  ]
 [ -1.056072     0.08719311]
 [ -9.5900135   -3.3368862 ]
 [ 12.546299     5.039847  ]
 [ -3.7364025    9.747305  ]
 [ -8.783565    16.913649  ]
 [ -3.1738348   -3.6039014 ]
 [ 13.357177     5.6404285 ]
 [ -6.0817018   11.34116   ]
 [ -9.602779    20.123056  ]
 [ -0.28218397  -3.1898682 ]
 [ -1.1371462   -1.9525523 ]
 [-11.119527    -7.970139  ]
 [ -9.023759    -5.8136725 ]
 [-11.865758     8.035692  ]
 [ -3.8969913    3.901897  ]
 [  0.51242286   0.7151357 ]
 [ -1.9057188   -2.1128838 ]
 [ -2.556898     1.6525028 ]
 [  9.709244     0.9037234 ]
 [ -9.969504    -4.88733   ]
 [ -6.439784    -5.68559   ]
 [-10.074775     3.7001846 ]
 [ -6.751784    -6.7626925 ]
 [ 10.51241      2.253764  ]
 [ -4.7195764   -4.529081  ]
 [ -8.31306     11.5484085 ]
 [-10.064213    -6.2752995 ]
 [ -9.9035635   -7.525026  ]
 [  0.33826798  -2.6655576 ]
 [ -7.56661     -5.338114  ]
 [ -8.338518    -3.0715878 ]
 [  7.3922205    0.9085199 ]
 [ -7.437107    16.899279  ]
 [ -7.8445005   -6.531651  ]
 [ -4.7979445   -0.36542058]
 [  1.8315178   -1.5714474 ]
 [ -4.667233     7.7968645 ]
 [ -1.9565152   -5.0128713 ]
 [-11.421684    11.70203   ]
 [ -7.44372     -1.9792924 ]
 [ -3.7252312    5.6233835 ]
 [ 11.605367     2.3084438 ]
 [ -1.4856265   -2.885197  ]
 [-13.472021     0.30301487]
 [ -6.9381456   -7.9392734 ]
 [  2.47209     -1.6994742 ]
 [ -1.2672129    4.8828697 ]
 [-10.711768    -3.7779758 ]
 [ -8.45711      0.7330291 ]
 [-12.625908     4.232661  ]
 [ -6.697943     3.9608665 ]
 [ -7.1089706   -0.74815017]
 [ -4.281397    10.971108  ]
 [ -0.44001803  -0.84791565]
 [ -1.0336134   -3.4507766 ]
 [ -8.340369     2.108145  ]
 [ 11.486089     4.4469557 ]
 [ -9.266763    -6.8823595 ]
 [ -9.275219    -2.123917  ]
 [-10.25911     -0.07887221]
 [-11.983428    15.820324  ]
 [-13.35195      7.398625  ]
 [  7.2040377   -1.5164512 ]
 [-10.275736     2.2275877 ]
 [-12.074507    -7.2739744 ]
 [ -8.040875    -9.644863  ]
 [ -3.5205479   -2.6188846 ]
 [ -2.801193    -2.1095977 ]
 [ -9.251487    15.58094   ]
 [ -7.605394     6.2029834 ]
 [ -9.715907    18.998726  ]
 [-10.851388    -5.1868744 ]
 [  2.0657365    1.8146338 ]
 [-12.104689    17.94395   ]
 [ -0.5656435    0.719219  ]
 [ 14.187532     5.6188827 ]
 [ 13.5269165    4.8187    ]
 [ 16.258772     5.243407  ]
 [-10.456432    17.098314  ]
 [  4.972587    -0.2947165 ]
 [  4.413071     0.36034492]]";[128  82  82 ... 173  76  43];Counter({88: 88, 22: 85, 38: 84, 41: 83, 28: 75, 82: 70, 9: 68, 76: 67, 31: 63, 154: 60, 43: 60, 35: 59, 3: 58, 74: 58, 147: 58, 12: 56, 58: 55, 108: 54, 36: 53, 128: 50, 129: 50, 72: 49, 50: 49, 1: 48, 40: 46, 90: 46, 150: 46, 68: 45, 5: 43, 161: 41, 92: 40, 89: 39, 56: 38, 77: 38, 30: 38, 33: 37, 107: 37, 32: 37, 18: 36, 24: 36, 91: 36, 4: 35, 62: 35, 100: 34, 97: 34, 69: 34, 156: 34, 142: 34, 47: 34, 26: 34, 164: 33, 52: 33, 20: 33, 59: 33, 103: 33, 137: 33, 39: 33, 23: 33, 80: 32, 37: 32, 54: 32, 48: 32, 19: 32, 73: 32, 172: 31, 198: 31, 13: 31, 173: 30, 15: 30, 86: 30, 75: 29, 114: 29, 16: 29, 29: 28, 57: 28, 17: 28, 51: 27, 67: 27, 143: 26, 111: 26, 79: 25, 42: 25, 71: 25, 185: 24, 27: 24, 78: 24, 63: 24, 119: 23, 124: 23, 60: 23, 104: 23, 115: 23, 199: 23, 21: 23, 117: 23, 125: 22, 146: 22, 96: 22, 135: 21, 45: 21, 160: 21, 70: 21, 64: 21, 14: 20, 148: 20, 141: 20, 113: 20, 139: 19, 98: 19, 195: 19, 145: 19, 131: 18, 118: 18, 55: 18, 44: 18, 25: 18, 138: 18, 136: 17, 193: 17, 134: 17, 8: 17, 11: 17, 84: 16, 163: 16, 176: 16, 149: 15, 152: 15, 194: 15, 46: 15, 121: 15, 105: 15, 179: 15, 127: 15, 189: 15, 175: 14, 186: 14, 81: 14, 61: 14, 130: 14, 87: 13, 6: 13, 190: 13, 153: 12, 2: 12, 158: 12, 123: 12, 120: 12, 151: 12, 49: 12, 126: 12, 122: 12, 170: 12, 157: 12, 184: 11, 94: 11, 95: 11, 197: 11, 66: 11, 116: 11, 85: 11, 7: 11, 106: 11, 10: 11, 53: 11, 196: 10, 166: 10, 65: 9, 133: 9, 132: 9, 0: 9, 177: 8, 181: 8, 167: 8, 174: 8, 162: 8, 34: 8, 112: 8, 93: 8, 183: 8, 83: 7, 101: 7, 102: 7, 182: 7, 165: 7, 171: 7, 192: 7, 99: 6, 178: 6, 140: 6, 169: 5, 109: 5, 155: 5, 144: 5, 159: 5, 187: 5, 188: 4, 110: 4, 180: 4, 168: 3, 191: 3});{-1: 0, 1: 5066};0.3256513178348541;;;0.3256513178348541;0.32565132
1;54;agglomerative;silhouette;optuna;100;True;standard;pca;{'n_components': 3};3;"             0         1         2
0    -0.190460 -2.791617  5.412052
1     0.529151 -1.747780  4.430623
2     0.451601 -1.445271  3.725780
3     0.850845 -1.497985  4.537716
4     0.574960 -1.351860  3.662023
...        ...       ...       ...
5061  4.960933 -0.119680 -0.002616
5062 -2.931335 -2.310190  2.977547
5063 -0.974370 -3.659127  4.639653
5064 -0.481872 -2.713580  4.862597
5065 -1.643751 -3.651355  2.776642

[5066 rows x 3 columns]";40;{'n_clusters': 40, 'linkage': 'average', 'metric': 'manhattan'};"[[ -9.491419    -5.3658047   -8.462824  ]
 [ -7.2789564   -7.198621    -5.879928  ]
 [ -4.046292     9.2709       4.319083  ]
 [ -6.3216176   12.087157     3.8928924 ]
 [-12.039634     7.7012434   -5.306164  ]
 [  5.63766     -0.22325672   1.7295817 ]
 [ -5.232328    -5.8442807   -1.838599  ]
 [ 12.452968     3.8283098   -7.7335563 ]
 [ -8.9826765   12.597693    -0.18084519]
 [ -8.775854    18.255552     2.0319102 ]
 [ -8.692251     2.3981237   -2.2330372 ]
 [ -4.1377773   -7.637901     1.5917321 ]
 [ -6.727268    -2.7590554   -2.0891364 ]
 [ -5.274322     0.46698007   0.9463956 ]
 [-11.349591    16.551785    -2.3333075 ]
 [-12.920367     5.735363    -9.236321  ]
 [ -8.127412    -3.0494337   -5.7336736 ]
 [ -2.9286423   -3.8186755    1.2077532 ]
 [-10.523341    -6.7729897  -11.5544195 ]
 [-12.247469    12.464059    -4.487471  ]
 [ -8.3893385   -0.572186    -4.1586485 ]
 [ -1.8117471    0.29887187   4.463922  ]
 [ -3.3918612    4.7435794    4.7740226 ]
 [ -7.1590853    4.3205485    0.5994919 ]
 [-12.442906    -0.77592033  -8.933415  ]
 [  8.746414     1.1385663   -1.2651296 ]
 [-10.973579     5.9003882   -2.563978  ]
 [ -6.586998    -9.480293    -3.2886539 ]
 [  0.62202996  -1.8867706    4.232001  ]
 [ 14.5957       4.9782887  -10.36749   ]
 [ -8.271911    -8.614724    -9.984578  ]
 [ 10.38806      1.9707385   -4.2104435 ]
 [ -2.3183255    1.247371    -0.3597963 ]
 [-14.658514    -0.787776   -12.003803  ]
 [-11.085807     0.9990055   -6.579869  ]
 [ -4.371708    -2.0085874    4.674831  ]
 [ -7.2522597   15.287353     3.4861772 ]
 [ -8.170842     7.8137865    0.5789948 ]
 [  4.4209585    0.37755433  -1.2628987 ]
 [-10.167832    19.200089    -0.75497746]]";[28 28 28 ... 28 28 17];Counter({28: 1607, 5: 540, 17: 442, 25: 296, 6: 240, 31: 218, 29: 190, 18: 186, 21: 182, 7: 133, 9: 103, 1: 93, 14: 90, 12: 78, 13: 75, 19: 59, 0: 52, 30: 51, 36: 46, 16: 45, 2: 44, 20: 42, 39: 38, 3: 34, 10: 30, 22: 25, 4: 19, 34: 16, 24: 15, 8: 15, 26: 12, 23: 11, 37: 10, 27: 9, 11: 8, 38: 5, 15: 3, 32: 2, 35: 1, 33: 1});{-1: 0, 1: 5066};0.2507793605327606;;;0.2507793605327606;0.25077936
2;54;agglomerative;silhouette;optuna;100;True;standard;pca;{'n_components': 4};4;"             0         1         2         3
0    -0.190442 -2.791705  5.412899  1.946099
1     0.529121 -1.747913  4.431575  2.174945
2     0.451598 -1.445387  3.726273  1.976865
3     0.850842 -1.498067  4.538000  2.009251
4     0.574955 -1.351918  3.662434  0.913349
...        ...       ...       ...       ...
5061  4.960959 -0.119253 -0.001763  5.172568
5062 -2.931320 -2.310222  2.976808  1.600718
5063 -0.974375 -3.659296  4.639204  3.699570
5064 -0.481901 -2.713782  4.863452  2.487679
5065 -1.643745 -3.651447  2.775342  0.982215

[5066 rows x 4 columns]";40;{'n_clusters': 40, 'linkage': 'ward', 'metric': 'euclidean'};"[[-10.541208    -6.12004    -11.295995    -1.6613336 ]
 [  8.395741     1.1307335   -0.9069702   -1.155379  ]
 [ -5.232574    -5.712552    -1.6139807    0.43093768]
 [ -4.7130375    0.18729536   1.1431209   -0.09683535]
 [  1.725111    -1.3173563    3.5147362    0.05984307]
 [ -3.487265    -4.4631786    0.46576238   0.7225411 ]
 [ -8.123617    17.499994     2.6738038    0.46621072]
 [ -7.4572186    0.4624626   -2.0155427   -0.7396154 ]
 [ -3.447723     5.5737057    4.787851     2.3395808 ]
 [  5.527615    -0.20463967   2.2563698   -7.6928315 ]
 [ 11.239151     1.9752507   -3.2336583  -10.679383  ]
 [ -8.677687    10.679326     0.1815501   -0.7423137 ]
 [  5.0221634   -0.24894463   1.8434076    1.5120533 ]
 [  0.09570419  -2.8731222    5.411528     2.4201725 ]
 [ -5.2823596   11.669223     4.1851983    1.5246663 ]
 [ -7.9777637   -2.581548    -4.3011913   -1.0085497 ]
 [ -1.7438278   -3.520066     2.5399356    1.1526502 ]
 [ 14.096218     5.0264564  -10.279751     8.501921  ]
 [ 12.630506     3.1691935   -6.9944882   -0.49381796]
 [ -1.5626675    0.33471268   3.5848782    0.52063537]
 [-11.52172     16.431402    -2.848399    -1.6453971 ]
 [  4.455419    -0.5858592    2.5122554   -1.6895139 ]
 [ -8.314673    -5.8932147   -7.1734657   -0.9568047 ]
 [ 11.189525     3.3257265   -6.723848     5.5256567 ]
 [  8.2727585    0.15360577   0.7148342  -13.171356  ]
 [ -8.732038    -8.507342    -9.649409    -0.25161198]
 [ -0.4371266   -2.4304986    4.1659536    0.21181782]
 [ 14.566076     4.6243043   -9.619384     4.825808  ]
 [  6.606696     0.6697353   -1.6864176    3.4686973 ]
 [-11.579934     0.6581991   -7.1186795   -1.9442229 ]
 [  8.505131     1.2295164   -0.6772194   -7.0587835 ]
 [  9.335515     1.9323425   -4.690169     1.7630469 ]
 [ -1.4305819   -1.0720251    5.091112     1.704266  ]
 [-11.724413     6.5136085   -4.4555283   -1.8666823 ]
 [  1.1268533   -1.8804116    4.118065     2.230421  ]
 [ 10.532816     0.881922    -1.4933155  -15.14505   ]
 [ -6.639841    -7.3357053   -4.502104     0.73172694]
 [  0.510765    -0.94626975   6.4802213    3.971387  ]
 [-10.27048     18.300014    -0.36098278  -0.6907168 ]
 [-12.222131    12.164397    -4.619118    -2.4841568 ]]";[13 34 34 ... 16 13 16];Counter({4: 499, 34: 315, 26: 266, 16: 255, 5: 243, 2: 233, 12: 212, 13: 201, 32: 189, 0: 188, 1: 174, 17: 142, 21: 124, 6: 124, 19: 120, 3: 118, 15: 110, 31: 109, 9: 105, 25: 96, 27: 95, 35: 88, 37: 86, 24: 74, 20: 73, 38: 73, 23: 72, 36: 72, 7: 68, 10: 65, 22: 64, 39: 60, 14: 59, 8: 55, 30: 54, 28: 50, 18: 39, 11: 37, 33: 30, 29: 29});{-1: 0, 1: 5066};0.20690394937992096;;;0.20690394937992096;0.20690395
