cluster;total_img;predominant_category;success_percent;homogeneity_k;entropy_k;category_llava;count
0;37;AIR ACTIVITIES;56.75675675675676;0.5675675675675675;0.9867867202680318;AIR ACTIVITIES;21
0;37;AIR ACTIVITIES;56.75675675675676;0.5675675675675675;0.9867867202680318;VEHICLE;16
1;39;HERITAGE AND CULTURE;84.61538461538461;0.8461538461538461;0.6193821946787638;COMMERCE FACILITIES;6
1;39;HERITAGE AND CULTURE;84.61538461538461;0.8461538461538461;0.6193821946787638;HERITAGE AND CULTURE;33
2;30;VEGETATION AND HABITATS;56.666666666666664;0.5666666666666667;1.2555367253996506;HERITAGE AND CULTURE;11
2;30;VEGETATION AND HABITATS;56.666666666666664;0.5666666666666667;1.2555367253996506;TOWNS AND VILLAGES;2
2;30;VEGETATION AND HABITATS;56.666666666666664;0.5666666666666667;1.2555367253996506;VEGETATION AND HABITATS;17
3;33;ANIMALS;100.0;1.0;0.0;ANIMALS;33
4;23;OTHER ABIOTIC FEATURES;34.78260869565217;0.34782608695652173;1.9141701112307734;HERITAGE AND CULTURE;5
4;23;OTHER ABIOTIC FEATURES;34.78260869565217;0.34782608695652173;1.9141701112307734;LANDFORMS;7
4;23;OTHER ABIOTIC FEATURES;34.78260869565217;0.34782608695652173;1.9141701112307734;OTHER ABIOTIC FEATURES;8
4;23;OTHER ABIOTIC FEATURES;34.78260869565217;0.34782608695652173;1.9141701112307734;VEGETATION AND HABITATS;3
5;37;ANIMALS;100.0;1.0;0.0;ANIMALS;37
6;22;VEGETATION AND HABITATS;95.45454545454545;0.9545454545454546;0.26676498780302604;TRACKS AND TRAILS;1
6;22;VEGETATION AND HABITATS;95.45454545454545;0.9545454545454546;0.26676498780302604;VEGETATION AND HABITATS;21
7;18;HERITAGE AND CULTURE;100.0;1.0;0.0;HERITAGE AND CULTURE;18
8;34;ANIMALS;73.52941176470588;0.7352941176470589;0.833764907210665;ANIMALS;25
8;34;ANIMALS;73.52941176470588;0.7352941176470589;0.833764907210665;VEGETATION AND HABITATS;9
9;25;HERITAGE AND CULTURE;100.0;1.0;0.0;HERITAGE AND CULTURE;25
10;40;TOWNS AND VILLAGES;97.5;0.975;0.16866093149667025;HERITAGE AND CULTURE;1
10;40;TOWNS AND VILLAGES;97.5;0.975;0.16866093149667025;TOWNS AND VILLAGES;39
11;16;VEGETATION AND HABITATS;62.5;0.625;0.954434002924965;HERITAGE AND CULTURE;6
11;16;VEGETATION AND HABITATS;62.5;0.625;0.954434002924965;VEGETATION AND HABITATS;10
12;23;ANIMALS;73.91304347826086;0.7391304347826086;0.828055725379504;ANIMALS;17
12;23;ANIMALS;73.91304347826086;0.7391304347826086;0.828055725379504;VEGETATION AND HABITATS;6
13;26;HERITAGE AND CULTURE;100.0;1.0;0.0;HERITAGE AND CULTURE;26
14;22;ROADS;50.0;0.5;1.6388067184095576;BRIDGES;1
14;22;ROADS;50.0;0.5;1.6388067184095576;COMMERCE FACILITIES;1
14;22;ROADS;50.0;0.5;1.6388067184095576;LANDFORMS;1
14;22;ROADS;50.0;0.5;1.6388067184095576;ROADS;11
14;22;ROADS;50.0;0.5;1.6388067184095576;VEGETATION AND HABITATS;8
15;42;VEGETATION AND HABITATS;66.66666666666666;0.6666666666666666;1.0420399429347815;ANIMALS;1
15;42;VEGETATION AND HABITATS;66.66666666666666;0.6666666666666666;1.0420399429347815;PLANTS;13
15;42;VEGETATION AND HABITATS;66.66666666666666;0.6666666666666666;1.0420399429347815;VEGETATION AND HABITATS;28
16;36;ANIMALS;100.0;1.0;0.0;ANIMALS;36
17;29;ANIMALS;100.0;1.0;0.0;ANIMALS;29
18;34;VEGETATION AND HABITATS;55.88235294117647;0.5588235294117647;0.9899927915575186;HERITAGE AND CULTURE;15
18;34;VEGETATION AND HABITATS;55.88235294117647;0.5588235294117647;0.9899927915575186;VEGETATION AND HABITATS;19
19;9;HERITAGE AND CULTURE;88.88888888888889;0.8888888888888888;0.5032583347756457;ANIMALS;1
19;9;HERITAGE AND CULTURE;88.88888888888889;0.8888888888888888;0.5032583347756457;HERITAGE AND CULTURE;8
20;28;HERITAGE AND CULTURE;100.0;1.0;0.0;HERITAGE AND CULTURE;28
21;50;ANIMALS;98.0;0.98;0.14144054254182067;ANIMALS;49
21;50;ANIMALS;98.0;0.98;0.14144054254182067;VEGETATION AND HABITATS;1
22;45;LANDFORMS;51.11111111111111;0.5111111111111111;1.9462597631377143;HERITAGE AND CULTURE;4
22;45;LANDFORMS;51.11111111111111;0.5111111111111111;1.9462597631377143;LANDFORMS;23
22;45;LANDFORMS;51.11111111111111;0.5111111111111111;1.9462597631377143;TERRESTRIAL ACTIVITIES;4
22;45;LANDFORMS;51.11111111111111;0.5111111111111111;1.9462597631377143;TRACKS AND TRAILS;8
22;45;LANDFORMS;51.11111111111111;0.5111111111111111;1.9462597631377143;VEGETATION AND HABITATS;6
23;20;HERITAGE AND CULTURE;60.0;0.6;1.670950594454669;BRIDGES;1
23;20;HERITAGE AND CULTURE;60.0;0.6;1.670950594454669;HERITAGE AND CULTURE;12
23;20;HERITAGE AND CULTURE;60.0;0.6;1.670950594454669;LANDFORMS;2
23;20;HERITAGE AND CULTURE;60.0;0.6;1.670950594454669;VEGETATION AND HABITATS;4
23;20;HERITAGE AND CULTURE;60.0;0.6;1.670950594454669;VEHICLE;1
24;51;HERITAGE AND CULTURE;72.54901960784314;0.7254901960784313;1.6429221649041506;COMMERCE FACILITIES;2
24;51;HERITAGE AND CULTURE;72.54901960784314;0.7254901960784313;1.6429221649041506;HERITAGE AND CULTURE;37
24;51;HERITAGE AND CULTURE;72.54901960784314;0.7254901960784313;1.6429221649041506;LANDFORMS;2
24;51;HERITAGE AND CULTURE;72.54901960784314;0.7254901960784313;1.6429221649041506;NOT VALID;3
24;51;HERITAGE AND CULTURE;72.54901960784314;0.7254901960784313;1.6429221649041506;OTHER ABIOTIC FEATURES;2
24;51;HERITAGE AND CULTURE;72.54901960784314;0.7254901960784313;1.6429221649041506;SPIRITUAL OR SYMBOLIC AND RELATED CONNOTATIONS;1
24;51;HERITAGE AND CULTURE;72.54901960784314;0.7254901960784313;1.6429221649041506;TOWNS AND VILLAGES;1
24;51;HERITAGE AND CULTURE;72.54901960784314;0.7254901960784313;1.6429221649041506;TRACKS AND TRAILS;2
24;51;HERITAGE AND CULTURE;72.54901960784314;0.7254901960784313;1.6429221649041506;WINTER ACTIVITIES;1
25;31;ANIMALS;80.64516129032258;0.8064516129032258;0.7088356733321961;ANIMALS;25
25;31;ANIMALS;80.64516129032258;0.8064516129032258;0.7088356733321961;VEGETATION AND HABITATS;6
26;46;HERITAGE AND CULTURE;100.0;1.0;0.0;HERITAGE AND CULTURE;46
27;32;HERITAGE AND CULTURE;90.625;0.90625;0.5349547231656379;COMMERCE FACILITIES;1
27;32;HERITAGE AND CULTURE;90.625;0.90625;0.5349547231656379;HERITAGE AND CULTURE;29
27;32;HERITAGE AND CULTURE;90.625;0.90625;0.5349547231656379;VEGETATION AND HABITATS;2
28;36;ANIMALS;100.0;1.0;0.0;ANIMALS;36
29;42;VEHICLE;95.23809523809523;0.9523809523809523;0.2761954276479391;COMMERCE FACILITIES;2
29;42;VEHICLE;95.23809523809523;0.9523809523809523;0.2761954276479391;VEHICLE;40
30;72;ANIMALS;98.61111111111111;0.9861111111111112;0.10559103637519525;ANIMALS;71
30;72;ANIMALS;98.61111111111111;0.9861111111111112;0.10559103637519525;VEGETATION AND HABITATS;1
31;47;VEGETATION AND HABITATS;59.57446808510638;0.5957446808510638;1.7533189448133144;HERITAGE AND CULTURE;1
31;47;VEGETATION AND HABITATS;59.57446808510638;0.5957446808510638;1.7533189448133144;LANDFORMS;11
31;47;VEGETATION AND HABITATS;59.57446808510638;0.5957446808510638;1.7533189448133144;TOWNS AND VILLAGES;2
31;47;VEGETATION AND HABITATS;59.57446808510638;0.5957446808510638;1.7533189448133144;TRACKS AND TRAILS;2
31;47;VEGETATION AND HABITATS;59.57446808510638;0.5957446808510638;1.7533189448133144;VEGETATION AND HABITATS;28
31;47;VEGETATION AND HABITATS;59.57446808510638;0.5957446808510638;1.7533189448133144;VEHICLE;1
31;47;VEGETATION AND HABITATS;59.57446808510638;0.5957446808510638;1.7533189448133144;WINTER ACTIVITIES;2
32;27;VEGETATION AND HABITATS;81.48148148148148;0.8148148148148148;1.0472024795701154;HERITAGE AND CULTURE;1
32;27;VEGETATION AND HABITATS;81.48148148148148;0.8148148148148148;1.0472024795701154;LANDFORMS;1
32;27;VEGETATION AND HABITATS;81.48148148148148;0.8148148148148148;1.0472024795701154;TRACKS AND TRAILS;2
32;27;VEGETATION AND HABITATS;81.48148148148148;0.8148148148148148;1.0472024795701154;VEGETATION AND HABITATS;22
32;27;VEGETATION AND HABITATS;81.48148148148148;0.8148148148148148;1.0472024795701154;WATER ACTIVITIES;1
33;43;ANIMALS;100.0;1.0;0.0;ANIMALS;43
34;34;HERITAGE AND CULTURE;91.17647058823529;0.9117647058823529;0.4305518670104394;HERITAGE AND CULTURE;31
34;34;HERITAGE AND CULTURE;91.17647058823529;0.9117647058823529;0.4305518670104394;VEGETATION AND HABITATS;3
35;24;TOWNS AND VILLAGES;54.166666666666664;0.5416666666666666;2.1009836948811085;CULTURAL ECOSYSTEM SERVICES;1
35;24;TOWNS AND VILLAGES;54.166666666666664;0.5416666666666666;2.1009836948811085;HERITAGE AND CULTURE;3
35;24;TOWNS AND VILLAGES;54.166666666666664;0.5416666666666666;2.1009836948811085;SHELTER;1
35;24;TOWNS AND VILLAGES;54.166666666666664;0.5416666666666666;2.1009836948811085;TOWNS AND VILLAGES;13
35;24;TOWNS AND VILLAGES;54.166666666666664;0.5416666666666666;2.1009836948811085;TRACKS AND TRAILS;2
35;24;TOWNS AND VILLAGES;54.166666666666664;0.5416666666666666;2.1009836948811085;VEGETATION AND HABITATS;3
35;24;TOWNS AND VILLAGES;54.166666666666664;0.5416666666666666;2.1009836948811085;VEHICLE;1
36;13;HERITAGE AND CULTURE;84.61538461538461;0.8461538461538461;0.6193821946787638;HERITAGE AND CULTURE;11
36;13;HERITAGE AND CULTURE;84.61538461538461;0.8461538461538461;0.6193821946787638;SPIRITUAL OR SYMBOLIC AND RELATED CONNOTATIONS;2
37;53;HERITAGE AND CULTURE;94.33962264150944;0.9433962264150944;0.36579197364364757;HERITAGE AND CULTURE;50
37;53;HERITAGE AND CULTURE;94.33962264150944;0.9433962264150944;0.36579197364364757;SPIRITUAL OR SYMBOLIC AND RELATED CONNOTATIONS;1
37;53;HERITAGE AND CULTURE;94.33962264150944;0.9433962264150944;0.36579197364364757;VEGETATION AND HABITATS;2
38;45;ANIMALS;55.55555555555556;0.5555555555555556;1.3516441151533922;ANIMALS;25
38;45;ANIMALS;55.55555555555556;0.5555555555555556;1.3516441151533922;PLANTS;5
38;45;ANIMALS;55.55555555555556;0.5555555555555556;1.3516441151533922;VEGETATION AND HABITATS;15
39;13;ANIMALS;100.0;1.0;0.0;ANIMALS;13
40;34;ANIMALS;94.11764705882352;0.9411764705882353;0.3227569588973983;ANIMALS;32
40;34;ANIMALS;94.11764705882352;0.9411764705882353;0.3227569588973983;VEGETATION AND HABITATS;2
41;30;ANIMALS;100.0;1.0;0.0;ANIMALS;30
42;47;TOWNS AND VILLAGES;38.297872340425535;0.3829787234042553;2.270299087108104;ACCOMMODATION;1
42;47;TOWNS AND VILLAGES;38.297872340425535;0.3829787234042553;2.270299087108104;COMMERCE FACILITIES;14
42;47;TOWNS AND VILLAGES;38.297872340425535;0.3829787234042553;2.270299087108104;HERITAGE AND CULTURE;8
42;47;TOWNS AND VILLAGES;38.297872340425535;0.3829787234042553;2.270299087108104;LANDFORMS;1
42;47;TOWNS AND VILLAGES;38.297872340425535;0.3829787234042553;2.270299087108104;ROADS;1
42;47;TOWNS AND VILLAGES;38.297872340425535;0.3829787234042553;2.270299087108104;TOWNS AND VILLAGES;18
42;47;TOWNS AND VILLAGES;38.297872340425535;0.3829787234042553;2.270299087108104;TRACKS AND TRAILS;1
42;47;TOWNS AND VILLAGES;38.297872340425535;0.3829787234042553;2.270299087108104;VEGETATION AND HABITATS;2
42;47;TOWNS AND VILLAGES;38.297872340425535;0.3829787234042553;2.270299087108104;VEHICLE;1
43;31;HERITAGE AND CULTURE;100.0;1.0;0.0;HERITAGE AND CULTURE;31
44;28;ANIMALS;100.0;1.0;0.0;ANIMALS;28
45;36;ANIMALS;100.0;1.0;0.0;ANIMALS;36
46;28;HERITAGE AND CULTURE;60.71428571428571;0.6071428571428571;1.798720786221203;ANIMALS;3
46;28;HERITAGE AND CULTURE;60.71428571428571;0.6071428571428571;1.798720786221203;HERITAGE AND CULTURE;17
46;28;HERITAGE AND CULTURE;60.71428571428571;0.6071428571428571;1.798720786221203;LANDFORMS;4
46;28;HERITAGE AND CULTURE;60.71428571428571;0.6071428571428571;1.798720786221203;LIGHTHOUSE;1
46;28;HERITAGE AND CULTURE;60.71428571428571;0.6071428571428571;1.798720786221203;VEGETATION AND HABITATS;2
46;28;HERITAGE AND CULTURE;60.71428571428571;0.6071428571428571;1.798720786221203;VEHICLE;1
47;40;HERITAGE AND CULTURE;90.0;0.9;0.5501234060351945;COMMERCE FACILITIES;1
47;40;HERITAGE AND CULTURE;90.0;0.9;0.5501234060351945;HERITAGE AND CULTURE;36
47;40;HERITAGE AND CULTURE;90.0;0.9;0.5501234060351945;TOWNS AND VILLAGES;3
48;32;HERITAGE AND CULTURE;100.0;1.0;0.0;HERITAGE AND CULTURE;32
49;32;HERITAGE AND CULTURE;96.875;0.96875;0.20062232431271465;COMMERCE FACILITIES;1
49;32;HERITAGE AND CULTURE;96.875;0.96875;0.20062232431271465;HERITAGE AND CULTURE;31
50;39;ANIMALS;76.92307692307693;0.7692307692307693;1.0080596972547518;ANIMALS;30
50;39;ANIMALS;76.92307692307693;0.7692307692307693;1.0080596972547518;PLANTS;5
50;39;ANIMALS;76.92307692307693;0.7692307692307693;1.0080596972547518;VEGETATION AND HABITATS;4
51;27;ANIMALS;88.88888888888889;0.8888888888888888;0.5032583347756457;ANIMALS;24
51;27;ANIMALS;88.88888888888889;0.8888888888888888;0.5032583347756457;VEGETATION AND HABITATS;3
52;22;TRACKS AND TRAILS;31.818181818181817;0.3181818181818182;2.220289576417296;COMMERCE FACILITIES;5
52;22;TRACKS AND TRAILS;31.818181818181817;0.3181818181818182;2.220289576417296;HERITAGE AND CULTURE;4
52;22;TRACKS AND TRAILS;31.818181818181817;0.3181818181818182;2.220289576417296;TOWNS AND VILLAGES;2
52;22;TRACKS AND TRAILS;31.818181818181817;0.3181818181818182;2.220289576417296;TRACKS AND TRAILS;7
52;22;TRACKS AND TRAILS;31.818181818181817;0.3181818181818182;2.220289576417296;VEGETATION AND HABITATS;4
53;41;HERITAGE AND CULTURE;95.1219512195122;0.9512195121951219;0.3299742842369207;HERITAGE AND CULTURE;39
53;41;HERITAGE AND CULTURE;95.1219512195122;0.9512195121951219;0.3299742842369207;LANDFORMS;1
53;41;HERITAGE AND CULTURE;95.1219512195122;0.9512195121951219;0.3299742842369207;VEGETATION AND HABITATS;1
54;41;TOWNS AND VILLAGES;73.17073170731707;0.7317073170731707;1.0225265684903675;HERITAGE AND CULTURE;9
54;41;TOWNS AND VILLAGES;73.17073170731707;0.7317073170731707;1.0225265684903675;TOWNS AND VILLAGES;30
54;41;TOWNS AND VILLAGES;73.17073170731707;0.7317073170731707;1.0225265684903675;VEGETATION AND HABITATS;2
55;23;ANIMALS;100.0;1.0;0.0;ANIMALS;23
56;13;ANIMALS;100.0;1.0;0.0;ANIMALS;13
57;26;OTHER ABIOTIC FEATURES;34.61538461538461;0.34615384615384615;2.2179267395263107;COMMERCE FACILITIES;3
57;26;OTHER ABIOTIC FEATURES;34.61538461538461;0.34615384615384615;2.2179267395263107;HERITAGE AND CULTURE;5
57;26;OTHER ABIOTIC FEATURES;34.61538461538461;0.34615384615384615;2.2179267395263107;LANDFORMS;1
57;26;OTHER ABIOTIC FEATURES;34.61538461538461;0.34615384615384615;2.2179267395263107;OTHER ABIOTIC FEATURES;9
57;26;OTHER ABIOTIC FEATURES;34.61538461538461;0.34615384615384615;2.2179267395263107;TOOLS;1
57;26;OTHER ABIOTIC FEATURES;34.61538461538461;0.34615384615384615;2.2179267395263107;VEGETATION AND HABITATS;7
58;24;HERITAGE AND CULTURE;75.0;0.75;0.8112781244591328;COMMERCE FACILITIES;6
58;24;HERITAGE AND CULTURE;75.0;0.75;0.8112781244591328;HERITAGE AND CULTURE;18
59;41;ANIMALS;97.5609756097561;0.975609756097561;0.16542703399626682;ANIMALS;40
59;41;ANIMALS;97.5609756097561;0.975609756097561;0.16542703399626682;VEGETATION AND HABITATS;1
60;19;HERITAGE AND CULTURE;84.21052631578947;0.8421052631578947;0.7742433029172697;ACCOMMODATION;1
60;19;HERITAGE AND CULTURE;84.21052631578947;0.8421052631578947;0.7742433029172697;COMMERCE FACILITIES;2
60;19;HERITAGE AND CULTURE;84.21052631578947;0.8421052631578947;0.7742433029172697;HERITAGE AND CULTURE;16
61;27;HERITAGE AND CULTURE;70.37037037037037;0.7037037037037037;1.191169066616985;HERITAGE AND CULTURE;19
61;27;HERITAGE AND CULTURE;70.37037037037037;0.7037037037037037;1.191169066616985;LANDFORMS;1
61;27;HERITAGE AND CULTURE;70.37037037037037;0.7037037037037037;1.191169066616985;TOWNS AND VILLAGES;1
61;27;HERITAGE AND CULTURE;70.37037037037037;0.7037037037037037;1.191169066616985;VEGETATION AND HABITATS;6
62;30;HERITAGE AND CULTURE;56.666666666666664;0.5666666666666667;1.6866811362745346;HERITAGE AND CULTURE;17
62;30;HERITAGE AND CULTURE;56.666666666666664;0.5666666666666667;1.6866811362745346;LANDFORMS;6
62;30;HERITAGE AND CULTURE;56.666666666666664;0.5666666666666667;1.6866811362745346;SHELTER;1
62;30;HERITAGE AND CULTURE;56.666666666666664;0.5666666666666667;1.6866811362745346;TRACKS AND TRAILS;5
62;30;HERITAGE AND CULTURE;56.666666666666664;0.5666666666666667;1.6866811362745346;VEGETATION AND HABITATS;1
63;29;TOWNS AND VILLAGES;75.86206896551724;0.7586206896551724;1.0746314749738706;HERITAGE AND CULTURE;5
63;29;TOWNS AND VILLAGES;75.86206896551724;0.7586206896551724;1.0746314749738706;TOWNS AND VILLAGES;22
63;29;TOWNS AND VILLAGES;75.86206896551724;0.7586206896551724;1.0746314749738706;TRACKS AND TRAILS;1
63;29;TOWNS AND VILLAGES;75.86206896551724;0.7586206896551724;1.0746314749738706;VEGETATION AND HABITATS;1
64;61;ANIMALS;100.0;1.0;0.0;ANIMALS;61
65;31;HERITAGE AND CULTURE;90.32258064516128;0.9032258064516129;0.6120692840122651;ACCOMMODATION;1
65;31;HERITAGE AND CULTURE;90.32258064516128;0.9032258064516129;0.6120692840122651;COMMERCE FACILITIES;1
65;31;HERITAGE AND CULTURE;90.32258064516128;0.9032258064516129;0.6120692840122651;HERITAGE AND CULTURE;28
65;31;HERITAGE AND CULTURE;90.32258064516128;0.9032258064516129;0.6120692840122651;TOWNS AND VILLAGES;1
66;32;ANIMALS;93.75;0.9375;0.3372900666170139;ANIMALS;30
66;32;ANIMALS;93.75;0.9375;0.3372900666170139;VEGETATION AND HABITATS;2
67;17;VEGETATION AND HABITATS;52.94117647058824;0.5294117647058824;1.8210319581338212;HERITAGE AND CULTURE;1
67;17;VEGETATION AND HABITATS;52.94117647058824;0.5294117647058824;1.8210319581338212;LANDFORMS;1
67;17;VEGETATION AND HABITATS;52.94117647058824;0.5294117647058824;1.8210319581338212;TRACKS AND TRAILS;2
67;17;VEGETATION AND HABITATS;52.94117647058824;0.5294117647058824;1.8210319581338212;VEGETATION AND HABITATS;9
67;17;VEGETATION AND HABITATS;52.94117647058824;0.5294117647058824;1.8210319581338212;WATER ACTIVITIES;4
68;25;ANIMALS;100.0;1.0;0.0;ANIMALS;25
69;30;VEGETATION AND HABITATS;50.0;0.5;1.4854752972273346;ANIMALS;6
69;30;VEGETATION AND HABITATS;50.0;0.5;1.4854752972273346;PLANTS;9
69;30;VEGETATION AND HABITATS;50.0;0.5;1.4854752972273346;VEGETATION AND HABITATS;15
70;21;HERITAGE AND CULTURE;95.23809523809523;0.9523809523809523;0.2761954276479391;HERITAGE AND CULTURE;20
70;21;HERITAGE AND CULTURE;95.23809523809523;0.9523809523809523;0.2761954276479391;LANDFORMS;1
71;48;ANIMALS;72.91666666666666;0.7291666666666666;0.8426578772022391;ANIMALS;35
71;48;ANIMALS;72.91666666666666;0.7291666666666666;0.8426578772022391;VEGETATION AND HABITATS;13
72;24;VEGETATION AND HABITATS;54.166666666666664;0.5416666666666666;1.1964209471916636;ACCOMMODATION;10
72;24;VEGETATION AND HABITATS;54.166666666666664;0.5416666666666666;1.1964209471916636;COMMERCE FACILITIES;1
72;24;VEGETATION AND HABITATS;54.166666666666664;0.5416666666666666;1.1964209471916636;VEGETATION AND HABITATS;13
73;13;HERITAGE AND CULTURE;100.0;1.0;0.0;HERITAGE AND CULTURE;13
74;52;HERITAGE AND CULTURE;98.07692307692307;0.9807692307692307;0.1370994788998177;HERITAGE AND CULTURE;51
74;52;HERITAGE AND CULTURE;98.07692307692307;0.9807692307692307;0.1370994788998177;LANDFORMS;1
75;45;TRACKS AND TRAILS;68.88888888888889;0.6888888888888889;1.5185338391993022;HERITAGE AND CULTURE;1
