cluster;total_img;predominant_category;success_percent;homogeneity_k;entropy_k;category_llava;count
-1;1888;LANDFORMS;84.7457627118644;0.847457627118644;1.083714527306906;177 Patio de la Sultana;1
-1;1888;LANDFORMS;84.7457627118644;0.847457627118644;1.083714527306906;29;1
-1;1888;LANDFORMS;84.7457627118644;0.847457627118644;1.083714527306906;6;1
-1;1888;LANDFORMS;84.7457627118644;0.847457627118644;1.083714527306906;AIR ACTIVITIES;3
-1;1888;LANDFORMS;84.7457627118644;0.847457627118644;1.083714527306906;AVE MARIA;1
-1;1888;LANDFORMS;84.7457627118644;0.847457627118644;1.083714527306906;Aircraft;1
-1;1888;LANDFORMS;84.7457627118644;0.847457627118644;1.083714527306906;CULTURAL CONTRIBUTIONS OF NATURE;1
-1;1888;LANDFORMS;84.7457627118644;0.847457627118644;1.083714527306906;CULTURAL ECOSYSTEM SERVICES;5
-1;1888;LANDFORMS;84.7457627118644;0.847457627118644;1.083714527306906;Cemetery;1
-1;1888;LANDFORMS;84.7457627118644;0.847457627118644;1.083714527306906;Church;5
-1;1888;LANDFORMS;84.7457627118644;0.847457627118644;1.083714527306906;Coffee House;1
-1;1888;LANDFORMS;84.7457627118644;0.847457627118644;1.083714527306906;Commercial;1
-1;1888;LANDFORMS;84.7457627118644;0.847457627118644;1.083714527306906;Cultural Ecosystem Services;48
-1;1888;LANDFORMS;84.7457627118644;0.847457627118644;1.083714527306906;DOOR;1
-1;1888;LANDFORMS;84.7457627118644;0.847457627118644;1.083714527306906;El clima;1
-1;1888;LANDFORMS;84.7457627118644;0.847457627118644;1.083714527306906;GARDEN;1
-1;1888;LANDFORMS;84.7457627118644;0.847457627118644;1.083714527306906;Graffiti;1
-1;1888;LANDFORMS;84.7457627118644;0.847457627118644;1.083714527306906;HERITAGE AND CULTURE;99
-1;1888;LANDFORMS;84.7457627118644;0.847457627118644;1.083714527306906;HIKING;14
-1;1888;LANDFORMS;84.7457627118644;0.847457627118644;1.083714527306906;HIKING TRAIL;6
-1;1888;LANDFORMS;84.7457627118644;0.847457627118644;1.083714527306906;HUMAN;1
-1;1888;LANDFORMS;84.7457627118644;0.847457627118644;1.083714527306906;Heritage and Culture;1
-1;1888;LANDFORMS;84.7457627118644;0.847457627118644;1.083714527306906;Hikers on a trail;1
-1;1888;LANDFORMS;84.7457627118644;0.847457627118644;1.083714527306906;Insect;66
-1;1888;LANDFORMS;84.7457627118644;0.847457627118644;1.083714527306906;LANDFORMS;1600
-1;1888;LANDFORMS;84.7457627118644;0.847457627118644;1.083714527306906;LLEGARON LOS REYES MAGOS;1
-1;1888;LANDFORMS;84.7457627118644;0.847457627118644;1.083714527306906;Lighthouse;1
-1;1888;LANDFORMS;84.7457627118644;0.847457627118644;1.083714527306906;Mountains;1
-1;1888;LANDFORMS;84.7457627118644;0.847457627118644;1.083714527306906;NOT VALID;13
-1;1888;LANDFORMS;84.7457627118644;0.847457627118644;1.083714527306906;Plan de la visita;1
-1;1888;LANDFORMS;84.7457627118644;0.847457627118644;1.083714527306906;RIBS HOUSE;1
