cluster;total_img;predominant_category;success_percent;homogeneity_k;entropy_k;category_llava;count
0;37;AIR ACTIVITIES;100.0;1.0;0.0;AIR ACTIVITIES;37
1;39;LANDFORMS;100.0;1.0;0.0;LANDFORMS;39
2;30;LANDFORMS;100.0;1.0;0.0;LANDFORMS;30
3;33;LANDFORMS;93.93939393939394;0.9393939393939394;0.32984607020714635;Insect;2
3;33;LANDFORMS;93.93939393939394;0.9393939393939394;0.32984607020714635;LANDFORMS;31
4;23;LANDFORMS;86.95652173913044;0.8695652173913043;0.765363612676698;Cultural Ecosystem Services;1
4;23;LANDFORMS;86.95652173913044;0.8695652173913043;0.765363612676698;DOOR;1
4;23;LANDFORMS;86.95652173913044;0.8695652173913043;0.765363612676698;HANDPRINT;1
4;23;LANDFORMS;86.95652173913044;0.8695652173913043;0.765363612676698;LANDFORMS;20
5;37;LANDFORMS;91.8918918918919;0.918918918918919;0.40597703847557115;Insect;3
5;37;LANDFORMS;91.8918918918919;0.918918918918919;0.40597703847557115;LANDFORMS;34
6;22;LANDFORMS;95.45454545454545;0.9545454545454546;0.26676498780302604;LANDFORMS;21
6;22;LANDFORMS;95.45454545454545;0.9545454545454546;0.26676498780302604;Waterfall;1
7;18;LANDFORMS;55.55555555555556;0.5555555555555556;1.2326602568158207;Cultural Ecosystem Services;7
7;18;LANDFORMS;55.55555555555556;0.5555555555555556;1.2326602568158207;HERITAGE AND CULTURE;1
7;18;LANDFORMS;55.55555555555556;0.5555555555555556;1.2326602568158207;LANDFORMS;10
8;34;LANDFORMS;97.05882352941177;0.9705882352941176;0.19143325481419346;Caterpillar;1
8;34;LANDFORMS;97.05882352941177;0.9705882352941176;0.19143325481419346;LANDFORMS;33
9;25;CULTURAL ECOSYSTEM SERVICES;36.0;0.36;1.99829757027802;CULTURAL ECOSYSTEM SERVICES;9
9;25;CULTURAL ECOSYSTEM SERVICES;36.0;0.36;1.99829757027802;CULTURE;2
9;25;CULTURAL ECOSYSTEM SERVICES;36.0;0.36;1.99829757027802;Cultural Ecosystem Services;1
9;25;CULTURAL ECOSYSTEM SERVICES;36.0;0.36;1.99829757027802;HERITAGE AND CULTURE;5
9;25;CULTURAL ECOSYSTEM SERVICES;36.0;0.36;1.99829757027802;LANDFORMS;8
